agency_cd	site_no	datetime	154921_00060_00003	154921_00060_00003_cd	223624_91050_00003	223624_91050_00003_cd	232446_91060_00003	232446_91060_00003_cd
5s	15s	20d	14n	10s	14n	10s	14n	10s
USGS	05427850	2011-08-03	56.7	A	88.1	A	0.94	A
USGS	05427850	2011-08-04	54.8	A	85.1	A	0.90	A
USGS	05427850	2011-08-05	57.8	A	89.7	A	0.93	A
USGS	05427850	2011-08-06	54.9	A	83.4	A	0.80	A
USGS	05427850	2011-08-07	79.8	A	118	A	1.05	A
USGS	05427850	2011-08-08	60.2	A	87.3	A	0.72	A
USGS	05427850	2011-08-09	61.1	A	86.4	A	0.65	A
USGS	05427850	2011-08-10	61.6	A	85.2	A	0.60	A
USGS	05427850	2011-08-11	52.9	A	71.4	A	0.47	A
USGS	05427850	2011-08-12	52.8	A	69.6	A	0.42	A
USGS	05427850	2011-08-13	67.6	A	87.3	A	0.49	A
USGS	05427850	2011-08-14	64.1	A	80.9	A	0.42	A
USGS	05427850	2011-08-15	58.9	A	72.4	A	0.35	A
USGS	05427850	2011-08-16	47.1	A	56.7	A	0.26	A
USGS	05427850	2011-08-17	64.9	A	77.5	A	0.36	A
USGS	05427850	2011-08-18	54.4	A	64.5	A	0.32	A
USGS	05427850	2011-08-19	53.4	A	62.7	A	0.32	A
USGS	05427850	2011-08-20	63.1	A	73.6	A	0.40	A
USGS	05427850	2011-08-21	60.7	A	70.3	A	0.40	A
USGS	05427850	2011-08-22	52.4	A	60.1	A	0.35	A
USGS	05427850	2011-08-23	49.8	A	56.6	A	0.35	A
USGS	05427850	2011-08-24	78.5	A	88.7	A	0.57	A
USGS	05427850	2011-08-25	62.5	A	70.0	A	0.47	A
USGS	05427850	2011-08-26	52.3	A	58.1	A	0.41	A
USGS	05427850	2011-08-27	58.2	A	64.3	A	0.47	A
USGS	05427850	2011-08-28	54.4	A	59.6	A	0.46	A
USGS	05427850	2011-08-29	52.4	A	56.9	A	0.46	A
USGS	05427850	2011-08-30	57.3	A	61.7	A	0.52	A
USGS	05427850	2011-08-31	57.1	A	61.0	A	0.54	A
USGS	05427850	2011-09-01	39.5	A	41.9	A	0.38	A
USGS	05427850	2011-09-02	64.7	A	68.1	A	0.66	A
USGS	05427850	2011-09-03	59.8	A	62.4	A	0.63	A
USGS	05427850	2011-09-04	77.9	A	80.7	A	0.85	A
USGS	05427850	2011-09-05	53.5	A	55.0	A	0.60	A
USGS	05427850	2011-09-06	58.1	A	59.3	A	0.68	A
USGS	05427850	2011-09-07	53.4	A	54.0	A	0.65	A
USGS	05427850	2011-09-08	52.7	A	52.9	A	0.66	A
USGS	05427850	2011-09-09	52.7	A	52.5	A	0.69	A
USGS	05427850	2011-09-10	53.4	A	52.8	A	0.72	A
USGS	05427850	2011-09-11	52.1	A	51.1	A	0.73	A
USGS	05427850	2011-09-12	23.6	A	23.0	A	0.35	A
USGS	05427850	2011-09-13	76.5	A	73.8	A	1.15	A
USGS	05427850	2011-09-14	55.1	A	52.8	A	0.86	A
USGS	05427850	2011-09-15	53.0	A	50.0	A	0.85	A
USGS	05427850	2011-09-16	55.2	A	49.9	A	0.86	A
USGS	05427850	2011-09-17	55.0	A	47.7	A	0.83	A
USGS	05427850	2011-09-18	52.2	A	43.3	A	0.76	A
USGS	05427850	2011-09-19	62.3	A	49.6	A	0.88	A
USGS	05427850	2011-09-20	25.4	A	19.4	A	0.35	A
USGS	05427850	2011-09-21	70.5	A	51.4	A	0.92	A
USGS	05427850	2011-09-22	68.7	A	48.1	A	0.87	A
USGS	05427850	2011-09-23	54.1	A	36.3	A	0.66	A
USGS	05427850	2011-09-24	59.3	A	38.2	A	0.70	A
USGS	05427850	2011-09-25	60.1	A	37.0	A	0.69	A
USGS	05427850	2011-09-26	111	A	65.5	A	1.23	A
USGS	05427850	2011-09-27	98.6	A	56.5	A	1.07	A
USGS	05427850	2011-09-28	70.8	A	40.5	A	0.76	A
USGS	05427850	2011-09-29	63.9	A	36.6	A	0.69	A
USGS	05427850	2011-09-30	65.6	A	37.4	A	0.71	A
USGS	05427850	2011-10-01	53.5	A	28.7	A	6.81	A
USGS	05427850	2011-10-02	57.2	A	30.6	A	7.10	A
USGS	05427850	2011-10-03	55.5	A	29.5	A	6.71	A
USGS	05427850	2011-10-04	56.2	A	29.7	A	6.60	A
USGS	05427850	2011-10-05	53.7	A	28.3	A	6.13	A
USGS	05427850	2011-10-06	52.9	A	27.7	A	5.87	A
USGS	05427850	2011-10-07	34.6	A	18.0	A	3.74	A
USGS	05427850	2011-10-08	65.9	A	34.1	A	6.92	A
USGS	05427850	2011-10-09	56.3	A	28.9	A	5.75	A
USGS	05427850	2011-10-10	52.4	A	26.8	A	5.20	A
USGS	05427850	2011-10-11	54.8	A	27.9	A	5.29	A
USGS	05427850	2011-10-12	53.3	A	26.9	A	5.00	A
USGS	05427850	2011-10-13	67.6	A	34.0	A	6.17	A
USGS	05427850	2011-10-14	71.4	A	35.7	A	6.34	A
USGS	05427850	2011-10-15	68.9	A	34.1	A	5.83	A
USGS	05427850	2011-10-16	59.7	A	29.0	A	4.59	A
USGS	05427850	2011-10-17	66.6	A	31.7	A	4.51	A
USGS	05427850	2011-10-18	67.5	A	31.6	A	4.12	A
USGS	05427850	2011-10-19	75.6	A	34.7	A	4.11	A
USGS	05427850	2011-10-20	38.3	A	17.2	A	1.84	A
USGS	05427850	2011-10-21	53.8	A	23.7	A	2.29	A
USGS	05427850	2011-10-22	53.2	A	23.0	A	2.03	A
USGS	05427850	2011-10-23	52.5	A	22.2	A	1.77	A
USGS	05427850	2011-10-24	65.6	A	27.2	A	1.98	A
USGS	05427850	2011-10-25	85.4	A	34.7	A	2.28	A
USGS	05427850	2011-10-26	37.9	A	15.1	A	0.91	A
USGS	05427850	2011-10-27	61.5	A	24.0	A	1.31	A
USGS	05427850	2011-10-28	56.8	A	21.7	A	1.07	A
USGS	05427850	2011-10-29	57.6	A	21.6	A	0.98	A
USGS	05427850	2011-10-30	57.3	A	21.0	A	0.85	A
USGS	05427850	2011-10-31	59.1	A	21.3	A	0.80	A
USGS	05427850	2011-11-01	55.8	A	19.7	A	0.67	A
USGS	05427850	2011-11-02	91.0	A	31.5	A	0.97	A
USGS	05427850	2011-11-03	91.5	A	31.1	A	0.88	A
USGS	05427850	2011-11-04	75.9	A	25.2	A	0.64	A
USGS	05427850	2011-11-05	60.6	A	19.7	A	0.45	A
USGS	05427850	2011-11-06	70.3	A	23.4	A	0.48	A
USGS	05427850	2011-11-07	76.9	A	24.1	A	0.46	A
USGS	05427850	2011-11-08	111	A	33.8	A	0.92	A
USGS	05427850	2011-11-09	149	A	43.0	A	6.27	A
USGS	05427850	2011-11-10	225	A	67.7	A	22.4	A
USGS	05427850	2011-11-11	143	A	46.1	A	14.0	A
USGS	05427850	2011-11-12	77.3	A	24.7	A	7.52	A
USGS	05427850	2011-11-13	112	A	35.4	A	10.9	A
USGS	05427850	2011-11-14	100	A	31.3	A	9.74	A
USGS	05427850	2011-11-15	76.9	A	23.7	A	7.48	A
USGS	05427850	2011-11-16	77.9	A	23.8	A	7.57	A
USGS	05427850	2011-11-17	84.7	A	25.6	A	8.24	A
USGS	05427850	2011-11-18	45.4	A	13.5	A	4.41	A
USGS	05427850	2011-11-19	114	A	33.7	A	11.1	A
USGS	05427850	2011-11-20	81.0	A	23.7	A	7.87	A
USGS	05427850	2011-11-21	76.3	A	22.1	A	7.42	A
USGS	05427850	2011-11-22	72.7	A	20.8	A	7.07	A
USGS	05427850	2011-11-23	57.1	A	16.1	A	5.55	A
USGS	05427850	2011-11-24	60.1	A	16.8	A	5.84	A
USGS	05427850	2011-11-25	103	A	28.4	A	9.98	A
USGS	05427850	2011-11-26	76.6	A	21.5	A	7.72	A
USGS	05427850	2011-11-27	93.0	A	26.8	A	9.78	A
USGS	05427850	2011-11-28	73.0	A	21.7	A	8.11	A
USGS	05427850	2011-11-29	78.2	A	23.8	A	9.04	A
USGS	05427850	2011-11-30	59.9	A	18.8	A	7.33	A
USGS	05427850	2011-12-01	89.2	A	28.9	A	11.5	A
USGS	05427850	2011-12-02	43.9	A	14.6	A	5.91	A
USGS	05427850	2011-12-03	89.2	A	30.3	A	12.5	A
USGS	05427850	2011-12-04	155	A	35.2	A	9.21	A
USGS	05427850	2011-12-05	137	A	31.0	A	8.12	A
USGS	05427850	2011-12-06	72.7	A	19.7	A	5.95	A
USGS	05427850	2011-12-07	98.4	A	27.0	A	8.33	A
USGS	05427850	2011-12-08	82.3	A	22.8	A	7.15	A
USGS	05427850	2011-12-09	77.6	A	21.8	A	6.94	A
USGS	05427850	2011-12-10	60.1	A	17.1	A	5.54	A
USGS	05427850	2011-12-11	76.4	A	22.0	A	7.24	A
USGS	05427850	2011-12-12	79.9	A	23.2	A	7.79	A
USGS	05427850	2011-12-13	78.5	A	23.1	A	7.87	A
USGS	05427850	2011-12-14	91.0	A	27.0	A	9.38	A
USGS	05427850	2011-12-15	109	A	32.8	A	11.6	A
USGS	05427850	2011-12-16	104	A	31.1	A	10.9	A
USGS	05427850	2011-12-17	77.5	A	22.5	A	7.58	A
USGS	05427850	2011-12-18	67.2	A	19.0	A	6.12	A
USGS	05427850	2011-12-19	94.7	A	26.1	A	8.03	A
USGS	05427850	2011-12-20	72.9	A	19.5	A	5.74	A
USGS	05427850	2011-12-21	77.2	A	20.1	A	5.66	A
USGS	05427850	2011-12-22	84.6	A	21.4	A	5.79	A
USGS	05427850	2011-12-23	62.4	A	15.3	A	3.95	A
USGS	05427850	2011-12-24	70.2	A	16.8	A	4.15	A
USGS	05427850	2011-12-25	83.1	A	19.3	A	4.56	A
USGS	05427850	2011-12-26	41.0	A	9.24	A	2.09	A
USGS	05427850	2011-12-27	107	A	23.8	A	5.19	A
USGS	05427850	2011-12-28	60.1	A	13.5	A	2.89	A
USGS	05427850	2011-12-29	78.7	A	17.8	A	3.75	A
USGS	05427850	2011-12-30	74.1	A	17.0	A	3.50	A
USGS	05427850	2011-12-31	58.4	A	13.5	A	2.74	A
USGS	05427850	2012-01-01	59.5	A	13.9	A	2.77	A
USGS	05427850	2012-01-02	75.1	A	17.7	A	3.46	A
USGS	05427850	2012-01-03	54.8	A	13.1	A	2.50	A
USGS	05427850	2012-01-04	71.2	A	17.1	A	3.22	A
USGS	05427850	2012-01-05	70.7	A	17.2	A	3.17	A
USGS	05427850	2012-01-06	74.6	A	18.3	A	3.32	A
USGS	05427850	2012-01-07	68.6	A	17.0	A	3.03	A
USGS	05427850	2012-01-08	62.2	A	15.6	A	2.72	A
USGS	05427850	2012-01-09	60.4	A	15.3	A	2.62	A
USGS	05427850	2012-01-10	75.1	A	19.1	A	3.22	A
USGS	05427850	2012-01-11	73.4	A	18.7	A	3.11	A
USGS	05427850	2012-01-12	64.0	A	16.4	A	2.68	A
USGS	05427850	2012-01-13	64.0	A	16.5	A	2.65	A
USGS	05427850	2012-01-14	66.3	A	17.1	A	2.71	A
USGS	05427850	2012-01-15	60.7	A	15.7	A	2.45	A
USGS	05427850	2012-01-16	65.3	A	17.0	A	2.60	A
USGS	05427850	2012-01-17	63.9	A	16.7	A	2.52	A
USGS	05427850	2012-01-18	52.9	A	13.9	A	2.06	A
USGS	05427850	2012-01-19	58.5	A	15.4	A	2.25	A
USGS	05427850	2012-01-20	48.8	A	13.1	A	1.85	A
USGS	05427850	2012-01-21	60.7	A	16.7	A	2.28	A
USGS	05427850	2012-01-22	64.6	A	18.3	A	2.39	A
USGS	05427850	2012-01-23	67.9	A	19.8	A	2.49	A
USGS	05427850	2012-01-24	72.0	A	21.2	A	2.61	A
USGS	05427850	2012-01-25	67.7	A	19.7	A	2.42	A
USGS	05427850	2012-01-26	65.5	A	18.9	A	2.31	A
USGS	05427850	2012-01-27	66.2	A	18.9	A	2.31	A
USGS	05427850	2012-01-28	65.1	A	18.5	A	2.24	A
USGS	05427850	2012-01-29	62.6	A	17.6	A	2.13	A
USGS	05427850	2012-01-30	61.3	A	17.2	A	2.06	A
USGS	05427850	2012-01-31	67.4	A	19.6	A	2.24	A
USGS	05427850	2012-02-01	87.6	A	26.4	A	2.87	A
USGS	05427850	2012-02-02	87.1	A	27.1	A	2.83	A
USGS	05427850	2012-02-03	78.6	A	24.3	A	2.57	A
USGS	05427850	2012-02-04	68.1	A	20.8	A	2.25	A
USGS	05427850	2012-02-05	64.5	A	19.4	A	2.15	A
USGS	05427850	2012-02-06	69.5	A	20.6	A	2.35	A
USGS	05427850	2012-02-07	71.6	A	20.9	A	2.44	A
USGS	05427850	2012-02-08	57.0	A	16.4	A	1.97	A
USGS	05427850	2012-02-09	50.1	A	14.2	A	1.75	A
USGS	05427850	2012-02-10	67.4	A	18.9	A	2.37	A
USGS	05427850	2012-02-11	50.0	A	13.8	A	1.78	A
USGS	05427850	2012-02-12	59.3	A	16.1	A	2.13	A
USGS	05427850	2012-02-13	55.3	A	14.8	A	2.01	A
USGS	05427850	2012-02-14	60.1	A	15.9	A	2.21	A
USGS	05427850	2012-02-15	64.2	A	16.7	A	2.38	A
USGS	05427850	2012-02-16	63.1	A	16.2	A	2.36	A
USGS	05427850	2012-02-17	66.0	A	16.7	A	2.49	A
USGS	05427850	2012-02-18	65.9	A	16.3	A	2.49	A
USGS	05427850	2012-02-19	59.9	A	14.5	A	2.26	A
USGS	05427850	2012-02-20	60.2	A	14.2	A	2.28	A
USGS	05427850	2012-02-21	46.4	A	10.7	A	1.75	A
USGS	05427850	2012-02-22	79.1	A	17.8	A	2.99	A
USGS	05427850	2012-02-23	74.1	A	16.2	A	2.80	A
USGS	05427850	2012-02-24	50.5	A	10.8	A	1.91	A
USGS	05427850	2012-02-25	68.3	A	14.3	A	2.58	A
USGS	05427850	2012-02-26	46.1	A	9.40	A	1.74	A
USGS	05427850	2012-02-27	80.0	A	15.9	A	3.02	A
USGS	05427850	2012-02-28	71.0	A	13.8	A	2.68	A
USGS	05427850	2012-02-29	73.9	A	33.3	A	6.09	A
USGS	05427850	2012-03-01	139	A	87.6	A	15.7	A
USGS	05427850	2012-03-02	78.9	A	49.9	A	8.78	A
USGS	05427850	2012-03-03	75.4	A	47.4	A	7.03	A
USGS	05427850	2012-03-04	77.4	A	48.4	A	7.36	A
USGS	05427850	2012-03-05	57.5	A	35.7	A	5.59	A
USGS	05427850	2012-03-06	61.1	A	37.7	A	8.73	A
USGS	05427850	2012-03-07	98.0	A	50.4	A	7.85	A
USGS	05427850	2012-03-08	175	A	80.1	A	9.43	A
USGS	05427850	2012-03-09	152	A	69.9	A	8.23	A
USGS	05427850	2012-03-10	55.7	A	33.1	A	3.59	A
USGS	05427850	2012-03-11	114	A	67.7	A	7.56	A
USGS	05427850	2012-03-12	87.4	A	51.9	A	5.13	A
USGS	05427850	2012-03-13	112	A	66.5	A	5.91	A
USGS	05427850	2012-03-14	74.7	A	44.7	A	3.46	A
USGS	05427850	2012-03-15	99.1	A	59.7	A	4.07	A
USGS	05427850	2012-03-16	70.2	A	42.6	A	2.54	A
USGS	05427850	2012-03-17	73.7	A	45.1	A	2.34	A
USGS	05427850	2012-03-18	69.7	A	42.9	A	1.96	A
USGS	05427850	2012-03-19	75.6	A	46.8	A	1.88	A
USGS	05427850	2012-03-20	56.4	A	35.2	A	1.21	A
USGS	05427850	2012-03-21	79.4	A	49.9	A	1.54	A
USGS	05427850	2012-03-22	78.5	A	49.7	A	1.34	A
USGS	05427850	2012-03-23	75.6	A	48.1	A	1.14	A
USGS	05427850	2012-03-24	71.6	A	45.9	A	0.95	A
USGS	05427850	2012-03-25	75.8	A	48.9	A	0.88	A
USGS	05427850	2012-03-26	53.0	A	34.4	A	0.55	A
USGS	05427850	2012-03-27	18.2	A	12.0	A	0.13	A
USGS	05427850	2012-03-28	93.0	A	61.2	A	0.64	A
USGS	05427850	2012-03-29	68.2	A	45.2	A	0.39	A
USGS	05427850	2012-03-30	79.6	A	52.1	A	0.43	A
USGS	05427850	2012-03-31	79.5	A	51.4	A	0.43	A
USGS	05427850	2012-04-01	81.0	A	51.5	A	0.44	A
USGS	05427850	2012-04-02	61.8	A	38.7	A	0.33	A
USGS	05427850	2012-04-03	61.3	A	37.8	A	0.33	A
USGS	05427850	2012-04-04	60.7	A	36.8	A	0.33	A
USGS	05427850	2012-04-05	56.2	A	33.6	A	0.30	A
USGS	05427850	2012-04-06	48.5	A	28.4	A	0.26	A
USGS	05427850	2012-04-07	39.9	A	23.0	A	0.22	A
USGS	05427850	2012-04-08	71.3	A	40.9	A	0.40	A
USGS	05427850	2012-04-09	54.7	A	31.6	A	0.34	A
USGS	05427850	2012-04-10	62.3	A	36.1	A	0.41	A
USGS	05427850	2012-04-11	51.2	A	29.8	A	0.37	A
USGS	05427850	2012-04-12	59.4	A	34.7	A	0.47	A
USGS	05427850	2012-04-13	16.5	A	9.66	A	0.14	A
USGS	05427850	2012-04-14	87.2	A	51.4	A	0.81	A
USGS	05427850	2012-04-15	-3.21	A	-1.95	A	-0.05	A
USGS	05427850	2012-04-16	131	A	114	A	0.89	A
USGS	05427850	2012-04-17	73.3	A	59.2	A	0.40	A
USGS	05427850	2012-04-18	53.6	A	41.6	A	0.29	A
USGS	05427850	2012-04-19	95.6	A	72.5	A	0.52	A
USGS	05427850	2012-04-20	89.0	A	65.7	A	0.48	A
USGS	05427850	2012-04-21	90.7	A	64.5	A	0.49	A
USGS	05427850	2012-04-22	66.9	A	46.0	A	0.36	A
USGS	05427850	2012-04-23	64.4	A	42.5	A	0.35	A
USGS	05427850	2012-04-24	62.8	A	39.9	A	0.34	A
USGS	05427850	2012-04-25	68.4	A	41.9	A	0.37	A
USGS	05427850	2012-04-26	59.9	A	35.5	A	0.32	A
USGS	05427850	2012-04-27	64.7	A	36.7	A	0.35	A
USGS	05427850	2012-04-28	60.3	A	33.1	A	0.33	A
USGS	05427850	2012-04-29	61.6	A	32.6	A	0.33	A
USGS	05427850	2012-04-30	84.9	A	43.1	A	0.46	A
USGS	05427850	2012-05-01	75.9	A	37.2	A	0.41	A
USGS	05427850	2012-05-02	87.8	A	41.3	A	0.47	A
USGS	05427850	2012-05-03	85.3	A	41.2	A	0.46	A
USGS	05427850	2012-05-04	76.8	A	39.4	A	0.41	A
USGS	05427850	2012-05-05	60.3	A	33.1	A	0.33	A
USGS	05427850	2012-05-06	89.1	A	52.7	A	0.48	A
USGS	05427850	2012-05-07	110	A	65.7	A	0.59	A
USGS	05427850	2012-05-08	81.9	A	48.5	A	0.44	A
USGS	05427850	2012-05-09	79.0	A	46.2	A	0.43	A
USGS	05427850	2012-05-10	62.2	A	35.9	A	0.34	A
USGS	05427850	2012-05-11	57.1	A	32.4	A	0.31	A
USGS	05427850	2012-05-12	66.5	A	37.4	A	0.36	A
USGS	05427850	2012-05-13	59.7	A	33.1	A	0.32	A
USGS	05427850	2012-05-14	60.2	A	32.9	A	0.33	A
USGS	05427850	2012-05-15	63.0	A	34.0	A	0.34	A
USGS	05427850	2012-05-16	52.7	A	28.1	A	0.28	A
USGS	05427850	2012-05-17	54.6	A	28.7	A	0.29	A
USGS	05427850	2012-05-18	60.7	A	31.5	A	0.33	A
USGS	05427850	2012-05-19	54.3	A	27.8	A	0.29	A
USGS	05427850	2012-05-20	35.3	A	17.8	A	0.19	A
USGS	05427850	2012-05-21	61.9	A	31.0	A	0.33	A
USGS	05427850	2012-05-22	47.4	A	23.4	A	0.26	A
USGS	05427850	2012-05-23	39.0	A	19.1	A	0.22	A
USGS	05427850	2012-05-24	-6.61	A	-3.23	A	-0.03	A
USGS	05427850	2012-05-25	99.0	A	51.2	A	0.86	A
USGS	05427850	2012-05-26	56.7	A	30.5	A	0.65	A
USGS	05427850	2012-05-27	39.8	A	22.1	A	0.59	A
USGS	05427850	2012-05-28	54.7	A	31.6	A	1.10	A
USGS	05427850	2012-05-29	54.4	A	31.8	A	1.09	A
USGS	05427850	2012-05-30	55.3	A	32.5	A	1.02	A
USGS	05427850	2012-05-31	54.2	A	32.0	A	0.90	A
USGS	05427850	2012-06-01	42.4	A	25.2	A	0.64	A
USGS	05427850	2012-06-02	50.1	A	29.9	A	0.67	A
USGS	05427850	2012-06-03	46.9	A	28.1	A	0.57	A
USGS	05427850	2012-06-04	50.0	A	30.1	A	0.55	A
USGS	05427850	2012-06-05	44.5	A	26.9	A	0.44	A
USGS	05427850	2012-06-06	44.8	A	27.2	A	0.40	A
USGS	05427850	2012-06-07	45.1	A	27.5	A	0.36	A
USGS	05427850	2012-06-08	32.2	A	19.7	A	0.23	A
USGS	05427850	2012-06-09	46.6	A	28.7	A	0.30	A
USGS	05427850	2012-06-10	25.2	A	15.6	A	0.15	A
USGS	05427850	2012-06-11	56.9	A	35.5	A	0.32	A
USGS	05427850	2012-06-12	51.9	A	32.8	A	0.33	A
USGS	05427850	2012-06-13	36.0	A	23.2	A	0.28	A
USGS	05427850	2012-06-14	46.7	A	30.6	A	0.44	A
USGS	05427850	2012-06-15	40.5	A	27.1	A	0.46	A
USGS	05427850	2012-06-16	39.0	A:e	26.5	A	0.52	A
USGS	05427850	2012-06-17	39.0	A:e	27.0	A	0.62	A
USGS	05427850	2012-06-18	40.0	A:e	28.2	A	0.75	A
USGS	05427850	2012-06-19	41.0	A:e	29.4	A	0.92	A
USGS	05427850	2012-06-20	38.0	A:e	27.8	A	1.02	A
USGS	05427850	2012-06-21	36.0	A:e	26.8	A	1.16	A
USGS	05427850	2012-06-22	36.0	A:e	27.3	A	1.38	A
USGS	05427850	2012-06-23	34.0	A:e	26.2	A	1.56	A
USGS	05427850	2012-06-24	34.0	A:e	26.7	A	1.86	A
USGS	05427850	2012-06-25	32.0	A:e	25.6	A	2.00	A
USGS	05427850	2012-06-26	32.0	A:e	26.3	A	1.85	A
USGS	05427850	2012-06-27	31.0	A:e	26.2	A	1.60	A
USGS	05427850	2012-06-28	30.0	A:e	26.1	A	1.38	A
USGS	05427850	2012-06-29	29.2	A	26.2	A	1.20	A
USGS	05427850	2012-06-30	37.2	A	34.3	A	1.37	A
USGS	05427850	2012-07-01	31.8	A	30.1	A	1.04	A
USGS	05427850	2012-07-02	26.0	A	25.4	A	0.76	A
USGS	05427850	2012-07-03	27.3	A	27.5	A	0.71	A
USGS	05427850	2012-07-04	37.2	A	38.4	A	0.87	A
USGS	05427850	2012-07-05	34.9	A	37.1	A	0.73	A
USGS	05427850	2012-07-06	31.0	A	33.8	A	0.58	A
USGS	05427850	2012-07-07	42.4	A	47.4	A	0.72	A
USGS	05427850	2012-07-08	24.3	A	28.0	A	0.36	A
USGS	05427850	2012-07-09	35.2	A	41.8	A	0.47	A
USGS	05427850	2012-07-10	33.0	A	40.2	A	0.40	A
USGS	05427850	2012-07-11	31.9	A	40.0	A	0.34	A
USGS	05427850	2012-07-12	31.0	A	40.0	A	0.30	A
USGS	05427850	2012-07-13	22.6	A	30.0	A	0.20	A
USGS	05427850	2012-07-14	45.4	A	62.1	A	0.34	A
USGS	05427850	2012-07-15	36.2	A	50.9	A	0.25	A
USGS	05427850	2012-07-16	16.1	A	23.5	A	0.09	A
USGS	05427850	2012-07-17	49.2	A	72.7	A	0.28	A
USGS	05427850	2012-07-18	15.8	A	23.1	A	0.10	A
USGS	05427850	2012-07-19	72.8	A	104	A	0.56	A
USGS	05427850	2012-07-20	30.4	A	42.7	A	0.29	A
USGS	05427850	2012-07-21	37.3	A	51.2	A	0.43	A
USGS	05427850	2012-07-22	33.5	A	45.2	A	0.45	A
USGS	05427850	2012-07-23	45.5	A	60.0	A	0.72	A
USGS	05427850	2012-07-24	43.1	A	55.2	A	0.66	A
USGS	05427850	2012-07-25	23.7	A	29.2	A	0.34	A
USGS	05427850	2012-07-26	88.3	A	107	A	1.24	A
USGS	05427850	2012-07-27	62.0	A	72.5	A	0.83	A
USGS	05427850	2012-07-28	36.5	A	41.3	A	0.46	A
USGS	05427850	2012-07-29	43.9	A	48.2	A	0.53	A
USGS	05427850	2012-07-30	35.4	A	37.7	A	0.41	A
USGS	05427850	2012-07-31	48.3	A	50.1	A	0.54	A
USGS	05427850	2012-08-01	36.1	A	36.2	A	0.38	A
USGS	05427850	2012-08-02	45.3	A	44.0	A	0.45	A
USGS	05427850	2012-08-03	37.4	A	35.3	A	0.36	A
USGS	05427850	2012-08-04	37.8	A	34.6	A	0.34	A
USGS	05427850	2012-08-05	44.9	A	39.9	A	0.39	A
USGS	05427850	2012-08-06	38.0	A	32.6	A	0.31	A
USGS	05427850	2012-08-07	40.4	A	33.6	A	0.32	A
USGS	05427850	2012-08-08	37.3	A	30.1	A	0.28	A
USGS	05427850	2012-08-09	47.6	A	37.3	A	0.34	A
USGS	05427850	2012-08-10	34.1	A	26.1	A	0.24	A
USGS	05427850	2012-08-11	40.1	A	29.6	A	0.26	A
USGS	05427850	2012-08-12	38.7	A	27.6	A	0.24	A
USGS	05427850	2012-08-13	41.6	A	28.9	A	0.25	A
USGS	05427850	2012-08-14	40.8	A	27.5	A	0.23	A
USGS	05427850	2012-08-15	28.7	A	18.8	A	0.16	A
USGS	05427850	2012-08-16	50.4	A	32.3	A	0.27	A
USGS	05427850	2012-08-17	52.5	A	33.2	A	0.28	A
USGS	05427850	2012-08-18	39.7	A	24.7	A	0.21	A
USGS	05427850	2012-08-19	29.6	A	18.1	A	0.16	A
USGS	05427850	2012-08-20	38.9	A	23.5	A	0.21	A
USGS	05427850	2012-08-21	35.8	A	21.2	A	0.19	A
USGS	05427850	2012-08-22	37.1	A	21.6	A	0.20	A
USGS	05427850	2012-08-23	38.3	A	22.0	A	0.21	A
USGS	05427850	2012-08-24	36.0	A	20.3	A	0.19	A
USGS	05427850	2012-08-25	33.5	A	18.6	A	0.18	A
USGS	05427850	2012-08-26	40.7	A	22.2	A	0.22	A
USGS	05427850	2012-08-27	38.9	A	21.0	A	0.21	A
USGS	05427850	2012-08-28	35.5	A	18.8	A	0.19	A
USGS	05427850	2012-08-29	32.3	A	16.8	A	0.17	A
USGS	05427850	2012-08-30	23.6	A	12.0	A	0.13	A
USGS	05427850	2012-08-31	55.9	A	28.2	A	0.30	A
USGS	05427850	2012-09-01	39.1	A	19.4	A	0.21	A
USGS	05427850	2012-09-02	27.0	A	13.2	A	0.15	A
USGS	05427850	2012-09-03	34.7	A	16.7	A	0.19	A
USGS	05427850	2012-09-04	30.4	A	14.4	A	0.16	A
USGS	05427850	2012-09-05	34.7	A	16.1	A	0.19	A
USGS	05427850	2012-09-06	38.1	A	17.5	A	0.21	A
USGS	05427850	2012-09-07	39.1	A	17.6	A	0.21	A
USGS	05427850	2012-09-08	37.1	A	16.4	A	0.20	A
USGS	05427850	2012-09-09	46.2	A	20.2	A	0.25	A
USGS	05427850	2012-09-10	20.6	A	8.83	A	0.11	A
USGS	05427850	2012-09-11	31.6	A	13.3	A	0.17	A
USGS	05427850	2012-09-12	59.5	A	24.7	A	0.32	A
USGS	05427850	2012-09-13	33.3	A	13.6	A	0.18	A
USGS	05427850	2012-09-14	39.2	A	15.8	A	0.21	A
USGS	05427850	2012-09-15	31.7	A	12.5	A	0.17	A
USGS	05427850	2012-09-16	33.1	A	12.9	A	0.18	A
USGS	05427850	2012-09-17	50.9	A	19.5	A	0.27	A
USGS	05427850	2012-09-18	33.9	A	12.8	A	0.18	A
USGS	05427850	2012-09-19	-10.0	A	-3.77	A	-0.05	A
USGS	05427850	2012-09-20	70.5	A	26.0	A	0.38	A
USGS	05427850	2012-09-21	34.9	A	12.7	A	0.19	A
USGS	05427850	2012-09-22	46.3	A	16.6	A	0.25	A
USGS	05427850	2012-09-23	41.3	A	14.7	A	0.22	A
USGS	05427850	2012-09-24	4.88	A	1.69	A	0.03	A
USGS	05427850	2012-09-25	67.2	A	23.3	A	0.36	A
USGS	05427850	2012-09-26	38.7	A	13.3	A	0.21	A
